ProcessorNumber,url,ProductCollection,CodeName,VerticalSegment,Status,LaunchDate,Lithography,TotalCores,TotalThreads,MaxTurboFrequency,Cache,BusSpeed,EmbeddedOptionsAvailable,Datasheet,MaxMemorySizedependentonmemorytype,MemoryTypes,MaxofMemoryChannels,ECCMemorySupported,ProcessorGraphics,GraphicsMaxDynamicFrequency,MaxResolutionHDMI,MaxResolutionDP,MaxResolutioneDPIntegratedFlatPanel,DirectXSupport,OpenGLSupport,IntelQuickSyncVideo,ofDisplaysSupported,DeviceID,PCIExpressRevision,PCIExpressConfigurations,MaxofPCIExpressLanes,SocketsSupported,MaxCPUConfiguration,TJUNCTION,PackageSize,IntelTurboBoostTechnology,IntelHyperThreadingTechnology,Intel64,InstructionSet,InstructionSetExtensions,IdleStates,EnhancedIntelSpeedStepTechnology,ThermalMonitoringTechnologies,IntelvProPlatformEligibility,IntelAESNewInstructions,SecureKey,IntelSoftwareGuardExtensionsIntelSGX,IntelTrustedExecutionTechnology,ExecuteDisableBit,IntelOSGuard,IntelStableITPlatformProgramSIPP,IntelVirtualizationTechnologyVTx,IntelVirtualizationTechnologyforDirectedIOVTd,IntelVTxwithExtendedPageTablesEPT,RecommendedCustomerPrice,IntelBootGuard
i7-11850H,https://ark.intel.com/content/www/us/en/ark/products/213799/intel-core-i711850h-processor-24m-cache-up-to-4-80-ghz.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,8,16,4.80 GHz,24 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100C,50 x 26.5,,Yes,,64-bit,,,,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,$395.00,Yes
i7-9700K,https://ark.intel.com/products/186604/intel-core-i7-9700k-processor-12m-cache-up-to-4-90-ghz.html,9th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,Launched,Q4'18,14 nm,8,8,4.90 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$374.00 - $385.00,Yes
i3-9300T,https://ark.intel.com/content/www/us/en/ark/products/134875/intel-core-i3-9300t-processor-8m-cache-up-to-3-80-ghz.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,4,4,3.80 GHz,8 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2400,2,Yes,Intel® UHD Graphics 630,1.10 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E91,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,82°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$143.00,Yes
i7-7820X,https://ark.intel.com/products/123767/intel-core-i7-7820x-x-series-processor-11m-cache-up-to-4-30-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q2'17,14 nm,8,16,4.30 GHz,11 MB L3 Cache,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,28,FCLGA2066,1,99°C,,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
i5-1155G7,https://ark.intel.com/content/www/us/en/ark/products/217185/intel-core-i51155g7-processor-8m-cache-up-to-4-50-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,4,8,4.50 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics eligible,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A49,,,,FCBGA1449,1,100°C,45.5mm x 25mm,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$309.00,Yes
i5-11600K,https://ark.intel.com/content/www/us/en/ark/products/212275/intel-core-i5-11600k-processor-12m-cache-up-to-4-90-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,6,12,4.90 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,Intel® UHD Graphics 750,1.30 GHz,4096x2160@60Hz,5120 x 3200 @60Hz,5120 x 3200 @60Hz,12.1,4.5,Yes,3,0x4C8A,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$262.00 - $272.00,Yes
i5-12600KF,https://ark.intel.com/content/www/us/en/ark/products/134590/intel-core-i512600kf-processor-20m-cache-up-to-4-90-ghz.html,12th Generation Intel® Core™ i5 Processors,Products formerly Alder Lake,Desktop,Launched,Q4'21,Intel 7,10,16,4.90 GHz,20 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,,,,,,,,,,,,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$264.00 - $274.00,Yes
G3930T,https://ark.intel.com/products/97467/intel-celeron-processor-g3930t-2m-cache-2-70-ghz.html,Intel® Celeron® Processor G Series,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,2,,2 MB,8 GT/s,No,View now,64 GB,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 610,1.00 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5902,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,92°C,37.5mm x 37.5mm,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-10700E,https://ark.intel.com/content/www/us/en/ark/products/203908/intel-core-i7-10700e-processor-16m-cache-up-to-4-50-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Embedded,Launched,Q2'20,14 nm,8,16,4.50 GHz,16 MB Intel® Smart Cache,8 GT/s,Yes,View now,128 GB,DDR4-2933,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC5,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$330.00,Yes
4410Y,https://ark.intel.com/products/97140/intel-pentium-gold-processor-4410y-2m-cache-1-50-ghz.html,Intel® Pentium® Gold Processor Series,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,,2 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 615,850 MHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x591E,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20mm X 16.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$161.00,
i3-8100B,https://ark.intel.com/products/189980/intel-core-i3-8100b-processor-4m-cache-3-60-ghz.html,8th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Mobile,Launched,Q3'18,14 nm,4,4,,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.05 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3E9B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$133.00,Yes
i9-11900H,https://ark.intel.com/content/www/us/en/ark/products/213801/intel-core-i911900h-processor-24m-cache-up-to-4-80-ghz.html,11th Generation Intel® Core™ i9 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,8,16,4.90 GHz,24 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$546.00,Yes
i5-8265U,https://ark.intel.com/products/149088/intel-core-i5-8265u-processor-6m-cache-up-to-3-90-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Whiskey Lake,Mobile,Launched,Q3'18,14 nm,4,8,3.90 GHz,6 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® UHD Graphics for 8th Generation Intel® Processors,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,"3EA0, 3EA1",3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$297.00,Yes
i3-1125G4,https://ark.intel.com/content/www/us/en/ark/products/209735/intel-core-i31125g4-processor-8m-cache-up-to-3-70-ghz-with-ipu.html,11th Generation Intel® Core™ i3 Processors,Products formerly Tiger Lake,Mobile,Launched,Q1'21,10 nm SuperFin,4,8,3.70 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-3733",2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.25 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A78,,,,FCBGA1449,1,100°C,45.5x25,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$281.00,Yes
i3-7101TE,https://ark.intel.com/products/97125/intel-core-i3-7101te-processor-3m-cache-3-40-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,Launched,Q1'17,14 nm,2,4,,3 MB Intel® Smart Cache,8 GT/s,Yes,View now,64 GB,"DDR3L-1600, DDR4-2400",2,Yes,Intel® HD Graphics 630,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5902,3.0,"1x16,2x8,1x8+2x4",16,FCLGA1151,1,88°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$117.00,Yes
i3-9100E,https://ark.intel.com/content/www/us/en/ark/products/194374/intel-core-i3-9100e-processor-6m-cache-up-to-3-70-ghz.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Embedded,Launched,Q2'19,14 nm,4,4,3.70 GHz,6 MB,8 GT/s,Yes,,64 GB,DDR4-2400,2,Yes,Intel® UHD Graphics 630,1.05 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$122.00,Yes
i5-7260U,https://ark.intel.com/products/97539/intel-core-i5-7260u-processor-4m-cache-up-to-3-40-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,3.40 GHz,4 MB,,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® Iris® Plus Graphics 640,950 MHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5926,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FCBGA1356,1,100°C,42x24x1.3,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i5-9600K,https://ark.intel.com/products/134896/intel-core-i5-9600k-processor-9m-cache-up-to-4-60-ghz.html,9th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,Launched,Q4'18,14 nm,6,6,4.60 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$262.00 - $272.00,Yes
i7-10700F,https://ark.intel.com/content/www/us/en/ark/products/199318/intel-core-i7-10700f-processor-16m-cache-up-to-4-80-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,8,16,4.80 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2933,2,No,,,,,,,,,,,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$298.00 - $308.00,Yes
G7400T,https://ark.intel.com/content/www/us/en/ark/products/219436/intel-pentium-gold-g7400t-processor-6m-cache-3-10-ghz.html,Intel® Pentium® Gold Processor Series,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,2,4,,6 MB Intel® Smart Cache,,No,,128 GB,Up to DDR5 4800 MT/s,2,,Intel® UHD Graphics 710,1.35 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4693,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$64.00,Yes
i7-11700T,https://ark.intel.com/content/www/us/en/ark/products/212251/intel-core-i7-11700t-processor-16m-cache-up-to-4-60-ghz.html,11th Generation Intel® Core™ i7 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,8,16,4.60 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,Intel® UHD Graphics 750,1.30 GHz,4096x2160@60Hz,5120 x 3200 @60Hz,5120 x 3200 @60Hz,12.1,4.5,Yes,3,0x4C8A,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$323.00,Yes
i7-8559U,https://ark.intel.com/products/137979/intel-core-i7-8559u-processor-8m-cache-up-to-4-50-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,4,8,4.50 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® Iris® Plus Graphics 655,1.20 GHz,4096 x 2304@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3EA5,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$431.00,
i5-8269U,https://ark.intel.com/products/137980/intel-core-i5-8269u-processor-6m-cache-up-to-4-20-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,4,8,4.20 GHz,6 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® Iris® Plus Graphics 655,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3EA5,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$320.00,
i7-7Y75,https://ark.intel.com/products/95441/intel-core-i7-7y75-processor-4m-cache-up-to-3-60-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,Launched,Q3'16,14 nm,2,4,3.60 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 615,1.05 GHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x591E,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20.5mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$393.00,Yes
i9-11900K,https://ark.intel.com/content/www/us/en/ark/products/212325/intel-core-i9-11900k-processor-16m-cache-up-to-5-30-ghz.html,11th Generation Intel® Core™ i9 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,8,16,5.30 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,Intel® UHD Graphics 750,1.30 GHz,4096x2160@60Hz,5120 x 3200 @60Hz,5120 x 3200 @60Hz,12.1,4.5,Yes,3,0x4C8A,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$539.00 - $549.00,Yes
i7-10700TE,https://ark.intel.com/content/www/us/en/ark/products/203906/intel-core-i7-10700te-processor-16m-cache-up-to-4-50-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Embedded,Launched,Q2'20,14 nm,8,16,4.40 GHz,16 MB Intel® Smart Cache,8 GT/s,Yes,View now,128 GB,DDR4-2933,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC5,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$330.00,Yes
i5-11400H,https://ark.intel.com/content/www/us/en/ark/products/213805/intel-core-i511400h-processor-12m-cache-up-to-4-50-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,6,12,4.50 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A68,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$250.00,Yes
W-11555MLE,https://ark.intel.com/content/www/us/en/ark/products/217377/intel-xeon-w11555mle-processor-12m-cache-up-to-4-40-ghz.html,Intel® Xeon® W Processor,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,6,12,4.40 GHz,12 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A70,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$317.00,Yes
G4620,https://ark.intel.com/products/97460/intel-pentium-processor-g4620-3m-cache-3-70-ghz.html,Intel® Pentium® Processor G Series,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,3 MB,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i5-8600K,https://ark.intel.com/products/126685/intel-core-i5-8600k-processor-9m-cache-up-to-4-30-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,Discontinued,Q4'17,14 nm,6,6,4.30 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3E92,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes
i9-9900T,https://ark.intel.com/content/www/us/en/ark/products/191044/intel-core-i9-9900t-processor-16m-cache-up-to-4-40-ghz.html,9th Generation Intel® Core™ i9 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,8,16,4.40 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$439.00,Yes
i9-11900KF,https://ark.intel.com/content/www/us/en/ark/products/212321/intel-core-i9-11900kf-processor-16m-cache-up-to-5-30-ghz.html,11th Generation Intel® Core™ i9 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,8,16,5.30 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,,,,,,,,,,,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,$513.00 - $524.00,Yes
